creator,creator_profile_url,video_url,video_id,description,duration,views,likes,comments,ROAS,ad_spend,duration_seconds
simplyforyouxo,https://www.tiktok.com/@7221973471365792814,https://www.tiktok.com/@/video/7616630568356171038?_r=1,7616630568356170752,"healthier scalp = healthier hair… no wonder it's korea's no.1 hair growth serum! non-greasy, no rinsing, and on sale rn! #lilyeve #growturn #hairgrowth #tiktokshopspringglowup #tiktokshopcreatorpicks @LILYEVE GLOBAL  Posted on 03/13/2026 | Prices & promos were accurate at time of posting but may change. This is my personal testimony. Results may vary.",9s,493400,1915,28,4.66,1461.39,9
gracieapproved,https://www.tiktok.com/@6571955047448674305,https://www.tiktok.com/@/video/7623133230698401054?_r=1,7623133230698400768,my favorite lip liner i’ve actually ever used @Wonderskin Beauty #wonderskin #lipliner #liplinercontour #cooltonedmakeup #tiktokshopspringglowp ,49s,221800,1509,14,4.48,888.44,49
rachelcbee,https://www.tiktok.com/@6863179338755687429,https://www.tiktok.com/@/video/7615811564322426125?_r=1,7615811564322425856,"Okay, I’ll admit it—I thought the hype was just hype… but everyone raving about the Medicube Collagen Glow Jelly Serum? Yeah, they weren’t lying. 🤯✨ This serum is everything they said it would be and more. My skin is living its best dewy, plump, and glowy life, and I’m officially obsessed. 💧🌟 The lightweight jelly texture? Chef’s kiss. 👌 And the way it makes my skin feel soft, hydrated, and bouncy? Unreal. If you’ve been on the fence about trying it, consider this your sign: join the glow gang, you won’t regret it. 💕 Have you tried it yet? Let me know if you’re as obsessed as I am! @medicube US Store #medicube #collagenskincare #pdrn #skincare #over40skincare ",61s,322600,971,99,4.64,2281.05,61
exithisway,https://www.tiktok.com/@80755493719175168,https://www.tiktok.com/@/video/7622142204315815181?_r=1,7622142204315814912,Had to share this new fav before it sells out!🫶🏼 ##mangalashes##lashclusters##TikTokShopSpringGlowUp,38s,863800,16500,35,4.98,940.02,38
nereydaramonleon,https://www.tiktok.com/@7411868678587630635,https://www.tiktok.com/@/video/7608450489142775071?_r=1,7608450489142774784,#whiteteeth #whitening #dientesblancos #tirasblanqueadoras ,54s,3200000,8598,241,4.21,6567.58,54
fhhhj6577,https://www.tiktok.com/@7576219015552795661,https://www.tiktok.com/@/video/7621527749328506126?_r=1,7621527749328505856,#skin #skincare #beauty #girls #tiktokshop ,28s,212900,1866,121,4.11,761.92,28
yurips20,https://www.tiktok.com/@6859083242751181829,https://www.tiktok.com/@/video/7620126849963773197?_r=1,7620126849963772928,"Plancha rizadora de Forlifa es buenisima sirve para alaciar el cabello y para hacer rizos y ondas, bota aire frio lo cual sella la onda automáticamente y daña mucho menos el cabello y lo deja súper brilloso y manejable#forlifa #planchadecabello #automaticcurlingiron #ondasconplancha #tiktokshopcreatorpicks ",36s,1900000,10300,59,5.14,9091.55,36
marinaa_raee,https://www.tiktok.com/@6780556410696942598,https://www.tiktok.com/@/video/7611655074300824845?_r=1,7611655074300824576,it smells UNREAL if u like vanilla this is a must! (also locks in moisture for days) 🧴🍨☁️ #tahitianvanilla #palmers #cocoabutter #moisturizer #glowyskincare @Palmer's ,13s,3000000,17600,22,5.03,442.18,13
_keeyah.xo,https://www.tiktok.com/@6790525881167414278,https://www.tiktok.com/@/video/7623112281101995294?_r=1,7623112281101995008,The Purple ones works best for instant whitening and safe for my braces and the pink focus on my gums #teethwhitening #braces #euthymol #pregnancyjourney #whiteningtoothpaste @Euthymol US ,56s,109700,3190,16,4.54,624.76,56
livia._.paige,https://www.tiktok.com/@6803122643321455622,https://www.tiktok.com/@/video/7618643912877460750?_r=1,7618643912877460480,,10s,693300,19000,80,4.36,453.76,10
sylviavanhoevenbeauty,https://www.tiktok.com/@7411544303220065326,https://www.tiktok.com/@/video/7622718663191186702?_r=1,7622718663191186432,Easiest eyeshadow ever 😍👏 #tiktokshopspringglowup #tiktokshopcreatorpicks #easyeyeshadow #easyeyemakeup #eyeshadowtutorial ,44s,378300,1052,15,3.96,2252.35,44
egybestie,https://www.tiktok.com/@7116322510907524138,https://www.tiktok.com/@/video/7612841319114788126?_r=1,7612841319114787840,Replying to @CH Khan there’s a REASON people are calling this Undereye Brightener a miracle !!! #concealer #darkcircles #catricepartner #tiktokshopcreatorpicks #tiktokshopstockup @Catrice Cosmetics ,27s,175500,159,3,4.5,143.53,27
ttshopfaves,https://www.tiktok.com/@7374448256331400238,https://www.tiktok.com/@/video/7622543879253839117?_r=1,7622543879253838848,#medicube #pdrn #filleralternative #volufiline ,6s,1900000,7089,31,4.38,12702.01,6
sirvibington,https://www.tiktok.com/@7329710979964617771,https://www.tiktok.com/@/video/7615422144633146655?_r=1,7615422144633146368,Desert Glass by Oakcha #fragrancetiktok #perfumetiktok #oakcha #fragrance #tiktokmademebuyit ,59s,349700,1038,19,4.76,1160.29,59
cuquilamoracomediante,https://www.tiktok.com/@7121104313104270382,https://www.tiktok.com/@/video/7616528897697467679?_r=1,7616528897697467392,Muy buena cuida tu salud bucal #arruinateconmigo #paratiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii ,86s,272100,4855,93,4.84,2098.77,86
_____autoparts,https://www.tiktok.com/@7503649870730953759,https://www.tiktok.com/@/video/7619760542000893198?_r=1,7619760542000892928,Summer readyyyy,7s,2200000,29800,165,5.33,5892.58,7
happppie4,https://www.tiktok.com/@7564724493806027831,https://www.tiktok.com/@/video/7611852027148258574?_r=1,7611852027148258304,"Shave worry-free, zero cuts! #tiktokshop #electricshaver #shaveformen #enssu ",29s,3400000,7531,80,4.26,1441.91,29
lis_beautytips,https://www.tiktok.com/@7391961514561455150,https://www.tiktok.com/@/video/7617925412198337822?_r=1,7617925412198337536,"My favorite product to line my lips, contours your lips in a natural way and the colors are stunning! #lipcontour #lipliner #lipcombo #lorealparispartner #tiktokshopspringglowup ",68s,250800,1054,19,5.09,1780.81,68
tess.addison53,https://www.tiktok.com/@7595560341816968206,https://www.tiktok.com/@/video/7617884950125202702?_r=1,7617884950125202432,#folliculitis #hairfollicles #zit #zithappens #buttacne,33s,249200,1814,34,3.77,794.55,33
christianjohnson2022,https://www.tiktok.com/@7047992130693841926,https://www.tiktok.com/@/video/7621328099384249631?_r=1,7621328099384249344,@Flower Knows Makeup #flowerknowns #makeupbundle #beauty #fullface #eyeshadowpalette ,60s,199100,1292,1,4.28,252.79,60
wild_nurselife,https://www.tiktok.com/@7424345821817947182,https://www.tiktok.com/@/video/7617178596305571102?_r=1,7617178596305570816,Dolly Parton heaven’s kiss lipstick is back in stock in the color honey plum! #HoneyPlumLipstick #DollyPartonLipstick #DollyParton #DollyPartonMakeup #LipColor ,27s,10500,61,2,3.63,56.33,27
eousu1,https://www.tiktok.com/@7542822417078780942,https://www.tiktok.com/@/video/7621504811787242782?_r=1,7621504811787242496,#antiaging #antiagingskincare #wrinkles #neckcream #tiktokshop ,23s,678500,8586,216,3.98,1985.44,23
lexxulv,https://www.tiktok.com/@6722798407155155974,https://www.tiktok.com/@/video/7620481431977905421?_r=1,7620481431977905152,The key to hollywood / blowout curls = a mixed bristle boar brush 😍💃🏾#boarbrush #mixedbristle #brushes #blackgirlhairtok #blowoutcurls ,21s,145000,2748,52,4.45,753.93,21
aalexismadisonshops,https://www.tiktok.com/@7484643608747803694,https://www.tiktok.com/@/video/7606449830075911454?_r=1,7606449830075911168,It’s so good tho #medicubeskincare #facemask #skincareproducts ,19s,7400000,195200,103,4.6,14134.61,19
hkapproved,https://www.tiktok.com/@7136001771466277934,https://www.tiktok.com/@/video/7614992479829511437?_r=1,7614992479829511168,No shame in the self care game besties… we’re gonna be glowing and chiseled by summertime🌸✨🧖‍♀️,80s,452600,2205,28,4.29,793.48,80
coracoralily,https://www.tiktok.com/@7297252060911354926,https://www.tiktok.com/@/video/7613274946894040351?_r=1,7613274946894040064,Replying to @Mo  NEW medicube Mini Booster Pro Plus vs Mini Booster Pro Difference between Mini Booster Pro Plus and original Mini Booster Pro #medicube #medicubeNewArrivals #medicubeMiniBoosterProPlus #medicubeCleansingDevice #medicubeVRoller @medicube US Store ,26s,5312,46,0,0.0,0.0,26
allericagrace,https://www.tiktok.com/@7105265981890855979,https://www.tiktok.com/@/video/7614080036588571934?_r=1,7614080036588571648,#stitch with @Jane Best ive tried so far ❤️❤️❤️#freckle #fauxfreckles #foryouu #tiktokmademebuyit ,11s,2300000,28900,114,4.35,2330.06,11
hannismooth,https://www.tiktok.com/@6895096414189077510,https://www.tiktok.com/@/video/7621234018343734559?_r=1,7621234018343734272,We've never had a unique experience but that's ok. We have Shave Pillow! 🥰 #hanni #hannismooth #bodycare #shavinghack #shavetiktok ,12s,447000,2069,33,0.7,1670.7,12
carliejimenez2,https://www.tiktok.com/@7197115042694202414,https://www.tiktok.com/@/video/7607903865484102942?_r=1,7607903865484102656,The shark facialpro glow is the price of one facial and you can use it every week 👏🏼 #tiktokshopstockup #sharkfacialproglow #skincaredevice #skincare #giftforher ,54s,289300,2154,19,5.14,2817.28,54
pnw.bethany,https://www.tiktok.com/@6943035971886171141,https://www.tiktok.com/@/video/7615223122043718943?_r=1,7615223122043718656,Undereye bags are GONE!!!! @Eight Saints Skincare #undereyeserum #puffyeyes #undereyebags #tiktokshopspringglowup #skincarehack ,55s,447600,1891,73,4.1,746.22,55
kristojj,https://www.tiktok.com/@7220054812851192875,https://www.tiktok.com/@/video/7615958419173952799?_r=1,7615958419173952512,,13s,495600,11100,11,4.68,1583.66,13
joy.shops.tt,https://www.tiktok.com/@7386905143096673323,https://www.tiktok.com/@/video/7620623796675939614?_r=1,7620623796675939328,Yall I kid you not. I love this soap bar. My skin feels so silky afterwards. I ordered two more bars and have to get me a soap dish just for this. The serum is giving so it deserves a new and dish just for it ☺️ #drmelaxinskincare #beautysoap ,25s,322500,2531,77,4.68,1604.41,25
monicag___,https://www.tiktok.com/@6804891158071018501,https://www.tiktok.com/@/video/7609780853316570381?_r=1,7609780853316570112,#burst #electrictoothbrush #sonictoothbrush #freshbreath ,20s,255200,2364,16,4.34,514.86,20
tymobeauty_uk_official,https://www.tiktok.com/@7468875116836897824,https://www.tiktok.com/@/video/7611712273488350486?_r=1,7611712273488350208,"If you want Bridal Era hair without the £££ price tag, you can do it at home! #hollywoodwaves #bridalhair #curls #tymobeauty #hairtutorials #automaticcurler ",22s,27300,44,1,4.68,208.45,22
podcastdefabyruano,https://www.tiktok.com/@6820590352475472901,https://www.tiktok.com/@/video/7619775249839607070?_r=1,7619775249839606784,"Aquí es donde conectas tu honestidad con la solución del aceite Natura Spa SR Silence Stretch Mark Si tú también sientes que las estrías están por todos lados, no estás sola. 💖 Yo empecé a usar este aceite de Natura Spa y la textura de mi piel es otra cosa. Se siente mucho más elástica e hidratada. No es magia, es constancia con los ingredientes correctos. ✨ Si lo ves disponible con descuento en el carrito naranja, ¡corre por el tuyo porque se agotan rápido! 🏃‍♀️💨""#naturespell #stretchmarks #estrias #cuidadodelapiel #aceiteparaestrias ",30s,307400,1365,4,4.78,966.93,30
sophie.zap,https://www.tiktok.com/@7458642174655841326,https://www.tiktok.com/@/video/7617301725120105758?_r=1,7617301725120105472,"Great deal #tiktokshopcreatorpicks #ticktokjumpstartsale #jumpstartsale Based on tiktokshop listing. Prices are subject to change — check TikTok Shop for the latest updates. FOR INFORMATIONAL PURPOSES ONLY, BASED ON PERSONAL EXPERIENGE. NO GUARANTEED RESULTS OR PROFESSIONAL ADVICE",11s,66800,148,10,4.47,300.24,11
user1743726784510,https://www.tiktok.com/@7304845285606835242,https://www.tiktok.com/@/video/7620863877990993182?_r=1,7620863877990992896,Are you still bothered by your missing teeth? Come and try this dental filling tool! It will definitely surprise you#Teeth #dentures #tooth #reparación #TiktokShopSpringGlowUp ,31s,484500,1825,34,4.33,1051.19,31
thestephedition,https://www.tiktok.com/@6753111641049203717,https://www.tiktok.com/@/video/7621370236800945421?_r=1,7621370236800945152,"It’s like a facelift… but DIY.  Step 1: Spicule “microneedling” serum 2–3 nights/week, leave on Step 2: Ex Firming Volume Cream every night (you’ll feel it working 🥶 ) Step 3: Stick + patches place on target areas overnight (they don’t move) I use 3–4 patches at a time. Stay consistent. Give it 90 days, do nose tape. Trust. 👏🏼 #drmelaxin #GlowUp #koreanskincare ",168s,2800000,14200,273,4.55,19423.79,168
kristianakingg,https://www.tiktok.com/@6828206487305176069,https://www.tiktok.com/@/video/7608697231910112542?_r=1,7608697231910112256,My fav shade so far haven’t found one I don’t like yet but more are on the way so we shall see #madebymitchell #lipgloss #pigmentedlipgloss #creatorsearchinsights ,19s,747700,32000,130,5.15,935.84,19
duhitsjannna,https://www.tiktok.com/@7427154858695164971,https://www.tiktok.com/@/video/7613540678206786846?_r=1,7613540678206786560,,66s,313000,2915,1,4.8,736.02,66
shinewithrae,https://www.tiktok.com/@7432990461131244586,https://www.tiktok.com/@/video/7614695593331510558?_r=1,7614695593331510272,"Preventative > trying to fix it later 👀 #medicube #pdrn #wrinkles #darkcircles #tiktokshopcreatorpicks @medicube US Store  Posted on 3/7/2026 - Prices, promotions, and availability may change. Individual results may vary and are not guaranteed.",52s,326800,2379,60,4.7,793.42,52
theshopntwrk,https://www.tiktok.com/@7272306692389159982,https://www.tiktok.com/@/video/7621406509460720909?_r=1,7621406509460720640,,57s,494400,2697,33,4.64,2305.8,57
_____autoparts,https://www.tiktok.com/@7503649870730953759,https://www.tiktok.com/@/video/7619775103517068558?_r=1,7619775103517068288,Honest bikini trimmer review #bikinitrimmer #Summer #shaver #electricbikinitrimmer #dualheadedshaver ,91s,278000,3674,34,4.37,661.22,91
wavetoedith,https://www.tiktok.com/@7258707105859060778,https://www.tiktok.com/@/video/7616982038872149279?_r=1,7616982038872148992,#fyp#lashclusters,23s,457800,9530,32,4.49,390.8,23
mjvanicek,https://www.tiktok.com/@6841950782108681221,https://www.tiktok.com/@/video/7621698667161898254?_r=1,7621698667161897984,#beetles #beetlesgelpolish #beetlesgelx ,33s,327000,5456,32,4.71,929.01,33
ventastopesteban,https://www.tiktok.com/@7505627298163377198,https://www.tiktok.com/@/video/7614069487309999374?_r=1,7614069487309999104,#tiktokshopcreatorpicks #tiktokshopjumpstarsale ,42s,20600,39,0,6.39,17.75,42
msashleytaylor,https://www.tiktok.com/@6804222587176158214,https://www.tiktok.com/@/video/7620924781524765966?_r=1,7620924781524765696,Honest review and full tutorial for @BTArtboxnailsofficial 💅 #btartboxnails #nailtutorial #pressonnails #nailreview #diynails ,183s,3515,157,45,5.88,5.1,183
sumavida,https://www.tiktok.com/@7191179095378838571,https://www.tiktok.com/@/video/7620281355066281230?_r=1,7620281355066280960,#somebymi #bodywash #bacne #koreanskincare #cuidadodelapiel ,28s,513300,789,18,4.37,1438.96,28
amelia.williams31,https://www.tiktok.com/@7575030301345776653,https://www.tiktok.com/@/video/7617943396102966541?_r=1,7617943396102966272,#skin #medicube #collagen #jellycream ,91s,447200,12400,354,5.05,6463.51,91
boo_hamster_,https://www.tiktok.com/@7105217964144362539,https://www.tiktok.com/@/video/7615481640135052558?_r=1,7615481640135052288,"Want flawless waves without the heat damage? The Bonnet Queen heatless hair curler is your new secret weapon for effortless, healthy hair. This genius one-piece design with attached scrunchies makes it so easy to secure your hair for a perfect overnight curl. Choose from champagne, black, or even leopard print to match your personal style! #heatlesscurls #hairhacks #overnighthair #healthyhair #beautyhacks ",45s,271300,1467,17,4.47,754.21,45
daily_dosedenise,https://www.tiktok.com/@6627902078692081669,https://www.tiktok.com/@/video/7611610603521625358?_r=1,7611610603521625088,No need to spend your paycheck at the nail salon anymore!!#pressonnails#gelnailsathome ,40s,979700,4574,3,3.94,2750.53,40
lowkeybrainrot0,https://www.tiktok.com/@6919311554539078662,https://www.tiktok.com/@/video/7619934525673442573?_r=1,7619934525673442304,#cologne #marlon #dukedennis #fragrance #marlon ,48s,210300,1654,7,5.43,608.95,48
silving95,https://www.tiktok.com/@7258169661866951723,https://www.tiktok.com/@/video/7621595538458250527?_r=1,7621595538458250240,Every guy needs this in their shaving kit #shaver #shave #shavingcream #shaving #mensgrooming ,50s,49400,106,0,4.43,73.62,50
momof5_66,https://www.tiktok.com/@6864308494183744518,https://www.tiktok.com/@/video/7621361816978853150?_r=1,7621361816978852864,Shampoo and conditioner bars #ShampooBars #ConditionerBars #ThickeningHair #VolumizingHair #FineHair,63s,121200,938,103,4.25,548.61,63
corissa.curated,https://www.tiktok.com/@7193439170587837486,https://www.tiktok.com/@/video/7611363288735173901?_r=1,7611363288735173632,The best decision for your scalp @Kitsch ,56s,283800,1278,18,4.89,774.66,56
gingermomchronicles,https://www.tiktok.com/@7463335674290226206,https://www.tiktok.com/@/video/7609308888462118174?_r=1,7609308888462117888,"#tiktokshop #cyklar  **Final price/ Discounts / Shipping may differ based on your TikTok acccount, available coupons and current promotions.  Always refer to product listing for up-to-date offers** ",21s,378800,289,10,4.71,1699.08,21
clarahyee,https://www.tiktok.com/@6789365752672764929,https://www.tiktok.com/@/video/7611911266742865166?_r=1,7611911266742864896,Blemish balm most used and loved by korean makeup artists! #cellfusionc #bbcream #acne #TikTokMadeMeBuyIt #koreanmakeup @Cell Fusion C Global ,63s,16800,74,6,4.64,46.59,63
susanluckhardt,https://www.tiktok.com/@17956324,https://www.tiktok.com/@/video/7613938667698146574?_r=1,7613938667698146304,Korean skincare at its finest 😍 #medicube #pdrn #eyepatches #undereyes #tiktokshopnewarrivals ,33s,565300,2016,24,4.16,1854.91,33
myroutineroom,https://www.tiktok.com/@7500059415027172394,https://www.tiktok.com/@/video/7618349853826927886?_r=1,7618349853826927616,This has been saving me #tiktokshopcreatorpicks #TikTokShopSpringGlowUp #bodywash #exfoliation #darkspots ,54s,2500000,25900,233,4.02,13644.66,54
melissa_mariche,https://www.tiktok.com/@6716338603133944838,https://www.tiktok.com/@/video/7616602115762457886?_r=1,7616602115762457600,#gurunanda  @GuruNanda LLC  @Puneet Nanda bridge the gap ,29s,419400,1459,11,4.61,291.77,29
iskinshop5,https://www.tiktok.com/@7549086802552931342,https://www.tiktok.com/@/video/7611514136727424286?_r=1,7611514136727424000,Puse a prueba esta CREMA COREANA BLANQUEADORA 😱 durante 3 semanas!! Y ESTO PASÓ: #whiteskin #koreanskincare #blanquear #manchas ,77s,758100,22700,165,4.06,3343.96,77
simplyforyouxo,https://www.tiktok.com/@7221973471365792814,https://www.tiktok.com/@/video/7622448374549171486?_r=1,7622448374549171200,"no wonder this is no.1 best-selling… it’s one of the first things that actually started smoothing my rough kp/body acne. obviously not every bump is gone yet, but with consistent use it’s made a huge difference already! #koreanskincare #bodyacne #somebymi #tiktokshopspringglowup #tiktokshopcreatorpicks @SOME BY MI US  Posted on 03/28/2026 | Prices & promos were accurate at time of posting but may change. This is my personal testimony. Results may vary.",61s,499500,2958,14,4.32,1910.25,61
reviewwthbee,https://www.tiktok.com/@7358513191796671530,https://www.tiktok.com/@/video/7612732641434995981?_r=1,7612732641434995712,"La crema depilatoria corporal de Flamingo es ideal para piel sensible: no irrita, no arde y no tiene ese olor fuerte desagradable. Rápida, práctica y muchísimo mejor que rasurarte. #bodyhairremoval",44s,342700,1469,13,4.69,806.41,44
styledby_shay,https://www.tiktok.com/@7453466141555541035,https://www.tiktok.com/@/video/7613001402096291103?_r=1,7613001402096290816,"Perfect for: ✔️ Exfoliating dry skin ✔️ Back cleansing ✔️ Body acne care routine ✔️ At-home spa self-care days Powerful yet gentle rotation. Waterproof design. Rechargeable convenience. If you’re serious about glowing, smooth skin from head to toe, this electric shower brush is a game changer. #ElectricBathBrush #BodyExfoliator #BackScrubber #ShowerRoutine #HomeSpa  ",40s,28800,330,18,4.61,159.15,40
kailebrodersen,https://www.tiktok.com/@6706519150057735173,https://www.tiktok.com/@/video/7617705324958453005?_r=1,7617705324958452736,Replying to @🔥Pastor B & LadyLinz🔥 Mouthwash that will help your bad breath! #yellowteeth #hissmile #mouthwash #plaque #idsmile ,64s,560900,1973,63,4.46,1763.24,64
estudios.25,https://www.tiktok.com/@7553080666356990989,https://www.tiktok.com/@/video/7612502805554662669?_r=1,7612502805554662400,#full#automatic#creatorsearchinsights #tiktokcreadorpink 👇🏃🏼‍♀️‍➡️🛒,48s,382300,5267,22,4.64,214.32,48
valeriemmarie_,https://www.tiktok.com/@6572630096740581378,https://www.tiktok.com/@/video/7620246527302274318?_r=1,7620246527302274048,POV: you want Kim Kardashian Kylie Jenner lashes… but naturally @Maxcomfi  #lashes #eyelashes #lashclusters  #tiktokshopfinds ,39s,245800,1417,54,5.1,350.48,39
akbeautytips,https://www.tiktok.com/@7485328830329963566,https://www.tiktok.com/@/video/7611700729950113055?_r=1,7611700729950112768,you’ll thank me later😘 #glowup #relatable #transformation #viralvideo #summer ,92s,680400,3277,11,4.44,994.32,92
momofgirlsandgoals,https://www.tiktok.com/@7502257200578102302,https://www.tiktok.com/@/video/7621292449280970014?_r=1,7621292449280969728,NeilMed WaxOut Ear Cleaning Tool has allowed me to clean mine and my children’s ears again without the fear of something bad happening! #neilmed #earcleaningtool ,74s,187700,2634,22,4.38,449.84,74
eq.shush,https://www.tiktok.com/@7332925245081289774,https://www.tiktok.com/@/video/7618085560996973854?_r=1,7618085560996973568,Better teeth helps for a better first impression😁 #teethwhitening #teethcare #oralhygiene #oralcare #gurunanda ,50s,1600000,15200,67,4.04,3786.27,50
painted,https://www.tiktok.com/@7153097567916688430,https://www.tiktok.com/@/video/7615364582655167757?_r=1,7615364582655167488,"Replying to @beebabop Painted Freckles ARE water-proof! 💦 A formula designed for easy, natural freckles that will last you all day long 🙂‍↕️ #freckles #painted #jamescharles ",39s,1700000,22200,114,4.06,1117.05,39
itsmeyolandab,https://www.tiktok.com/@7498411176376796191,https://www.tiktok.com/@/video/7617939699906268429?_r=1,7617939699906268160,Replying to @🪡𝕻𝖎𝖊𝖗𝖈𝖊𝖉🌹Priestess🥀 #tiktokshopspringglowup #medicube #microneedling #pdrn #salmondna ,59s,647300,2589,60,5.47,6765.25,59
sulena641,https://www.tiktok.com/@7376048760193156139,https://www.tiktok.com/@/video/7607212956786396430?_r=1,7607212956786396160,Shampoo anticaspa y antigrasa Head and Shoulders para el cuidado del cabello✨️#cuidadodelcabello #shampoo #hair #tiktokshop #headandshoulders ,14s,386100,692,29,4.33,337.52,14
hartofreviews,https://www.tiktok.com/@7438614614093399086,https://www.tiktok.com/@/video/7612397420298734878?_r=1,7612397420298734592,if it’s good enough for cynthia erivo… it’s good enough for me #creatorsearchinsights #wholebodydeodorant #aluminumfreedeodorant #cleandeodorant #deodorantviral ,22s,53200,431,2,0.0,0.0,22
jt23hoopin,https://www.tiktok.com/@6803903749783700485,https://www.tiktok.com/@/video/7610714180072656141?_r=1,7610714180072655872,This lip mask actually surprised me! My lips feel way smoother and much more softer 👄….I am impressed! #lipmask #lipcare #lipcareproducts #tiktokshopstockup #oddlysatisfyingvideo ,100s,28600,153,1,4.5,48.44,100
glowupwithcrissy,https://www.tiktok.com/@2882693,https://www.tiktok.com/@/video/7617597557669137695?_r=1,7617597557669137408,Replying to @lemonmetamorphosis all I’m hearing is noise at this point. I absolutely LOVE this product and you can’t find these prices anywhere else! It’s a win for me 🙌🏼 @Catrice Cosmetics  #catricecosmetics #undereyecircles #undereyebrightener #undereyeconcealer #affordablebeauty ,129s,31100,107,14,5.32,11.46,129
eowgb0,https://www.tiktok.com/@7597639559077446669,https://www.tiktok.com/@/video/7619248890520341791?_r=1,7619248890520341504,Adhesive ear cleaning swab#earwaxremoval #earwaxremovaltool #earcleaning #fyp #earswab ,20s,6897,15,2,0.0,0.0,20
claudia_glow01,https://www.tiktok.com/@7386803684338631723,https://www.tiktok.com/@/video/7615757077985742110?_r=1,7615757077985741824,Me daba miedo que esto me quemara😳#depilacion #depilar #depilarse #phofay ,26s,5400000,46400,244,4.59,29739.3,26
biohacking.babe,https://www.tiktok.com/@7163424679629407274,https://www.tiktok.com/@/video/7622724054914452766?_r=1,7622724054914452480,"Lip plumping Medicube PDRN Pink Collagen Capsule Multi Balm stick for lip lines and fine lines around mouth smooth looking lips Affiliate link — I may earn a commission. Lip plumping Medicube collagen balm stick designed for fine lines around the mouth, helping support a smoother, more plump-looking lip area. This multi balm stick is easy to apply, hydrating, and perfect for daily use for women noticing lip lines or lip texture. Not medical advice. Results may vary. #TikTokShopCreatorPicks #TikTokShopSpringGlowUp #TikTokShopCosmetics #lipplumping #medicubereview ",183s,984300,6308,209,4.39,8296.71,183
iyanassdiaryy,https://www.tiktok.com/@7509565791864947755,https://www.tiktok.com/@/video/7617643215243545870?_r=1,7617643215243545600,,13s,521200,56100,44,4.67,137.09,13
813ace,https://www.tiktok.com/@7011342136877728773,https://www.tiktok.com/@/video/7609419368648297741?_r=1,7609419368648297472,Using the @BASED Leave-in conditioner & Curl mousse in my hair #based #basedbodyworks #curlyhairtutorial #curlyhairproducts #ad ,58s,119000,641,5,5.21,92.16,58
trishbatson,https://www.tiktok.com/@6931865538570486789,https://www.tiktok.com/@/video/7620736857042652446?_r=1,7620736857042652160,Color my grey with me. This is the best color shampoo I’ve used. No harsh smell. Doesn’t drip. So easy to use. I’m never going back to mixing. #colorshampoo #colorgrey #greyhair #hairdye @Bird ❤️,115s,70000,629,44,4.73,81.25,115
k.walmsley,https://www.tiktok.com/@7168859806249780267,https://www.tiktok.com/@/video/7609809163539041549?_r=1,7609809163539041280,The love of my life @Tower 28 Beauty concealer #darkcircles #concealer ,41s,633400,972,18,4.02,689.88,41
avaminenok,https://www.tiktok.com/@6574827932589588486,https://www.tiktok.com/@/video/7620865318990155022?_r=1,7620865318990154752,"since everyone’s asking me about me tan, this is what i use! it’s the best! #tanning #hawaiiantropic #tanline #poolday #floridaliving @Hawaiian Tropic ",8s,401500,33500,29,5.05,34.66,8
blushingredboudoir,https://www.tiktok.com/@6782608116925449221,https://www.tiktok.com/@/video/7616961204811992351?_r=1,7616961204811992064,This formula is AMAZING! #koreanskincare #koreanskin #glassskin @Toriden Beauty ,66s,318700,1410,50,4.53,2246.2,66
nurselexa,https://www.tiktok.com/@7338446257898079275,https://www.tiktok.com/@/video/7620851278406618381?_r=1,7620851278406618112,Replying to @PayPay the amount of goodies you get for your skin for the price! I was sold! @medicube global  #medicube #tiktokspringglowup #kbeauty #koreanskincare #volufiline ,90s,2600000,14700,292,4.82,16877.52,90
kickingitwithmygirl,https://www.tiktok.com/@7050156531241255982,https://www.tiktok.com/@/video/7618581668412083470?_r=1,7618581668412083200,New Maybelline Lifter Gel #tiktokshopspringglowup #springglowup #tiktokshopcreatorpicks #maybellinepartner #lipgloss @Maybelline NY ,29s,427000,7056,53,4.43,644.12,29
mjtomasini,https://www.tiktok.com/@6725144292006626309,https://www.tiktok.com/@/video/7605395916710792461?_r=1,7605395916710792192,Your biggest glow up will be from facial massage. It’s truly life changing 😭🙏🏼 #facialmassage #facialmassager #tmj #masseter #glowuptips ,98s,2500000,10700,145,4.76,4590.59,98
handwellnesshub,https://www.tiktok.com/@7522325923132933151,https://www.tiktok.com/@/video/7613731211713760525?_r=1,7613731211713760256,"Cuida tus manos, son las que te hacen ganar dinero ✋💰#tiktokmadsmebuyit #handmassager #carpaltunnel #arthritis #emstherapy ",37s,567300,1393,14,4.23,1578.5,37
tbfindz,https://www.tiktok.com/@7544152999854752798,https://www.tiktok.com/@/video/7619754547895864589?_r=1,7619754547895864320,"My neck, upper back, and traps feel like new!! #neckpain #massager #backpain #painrelief #pain ",15s,24700000,321200,5024,4.31,11858.77,15
notmanuelenriqueee,https://www.tiktok.com/@7463650288139322414,https://www.tiktok.com/@/video/7617259854792609038?_r=1,7617259854792608768,Good looking curls in less than 10 seconds,47s,34100,292,12,3.45,21.75,47
munecarotaa,https://www.tiktok.com/@7501430472359969822,https://www.tiktok.com/@/video/7620499682380221709?_r=1,7620499682380221440,#lashclusters #lashes #fypシ゚viral #lashextensions ,11s,1200000,19000,30,4.76,985.44,11
