creator,creator_profile_url,video_url,video_id,description,duration,views,likes,comments,ROAS,ad_spend,duration_seconds
nasochami,https://www.tiktok.com/@6761532769861698565,https://www.tiktok.com/@/video/7618816068680830239?_r=1,7618816068680829952,Hidratación intensiva en tus labios 👄 #maybellinepartner #lifterglazeoilbalm #lifterglaze #lipoil #labioshidratados @Maybelline NY ,39s,16000,41,2,6.25,72.7,39
aurora.naos,https://www.tiktok.com/@7480388062922753067,https://www.tiktok.com/@/video/7626459087303216397?_r=1,7626459087303216128,@SKIN1004 US #skin1004sunserum  #TikTokShopSpringGlowUp #tiktokshopcreatorpicks ,10s,882,1,0,4.0,4.51,10
calllmeebriii,https://www.tiktok.com/@7364930848234030122,https://www.tiktok.com/@/video/7624151590366235918?_r=1,7624151590366235648,pores vs. glow? I’m choosing both. #skincare #drmelaxin #cactox #antiaging #largeporestreatment ,31s,166400,659,0,4.0,453.6,31
kahiaaaxx,https://www.tiktok.com/@6768884305084924934,https://www.tiktok.com/@/video/7624987444613549325?_r=1,7624987444613549056,It’s like a chemical peel for the body 🤭! #almondclear #exfoliatingserum #darkspotremoval #clearskin #chemicalpeel ,74s,26200,384,9,4.35,32.57,74
shaddai298,https://www.tiktok.com/@7084349090037908526,https://www.tiktok.com/@/video/7617574211950873887?_r=1,7617574211950873600,【MSDRWIKEY】New 7-Pro Intensive Toothpaste | Upgraded Purple Formula with 7 Probiotics | Deep Enamel Repair & Long-Lasting Freshness #paratiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii #fyp #paratiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiif #foryoupagе #fypageシ ,82s,36200,235,3,3.45,15.07,82
helping.hands.finds,https://www.tiktok.com/@7429506000429777966,https://www.tiktok.com/@/video/7612467510390033694?_r=1,7612467510390033408,Probably top 3 favorite budget fragrances for date night that I really can’t get enough of. #datenightfragrance #fragrances #lataffa #mensfragrances #lataffahisconfession ,31s,84300,657,19,3.7,115.68,31
mk_loveslife3,https://www.tiktok.com/@6750324538007061510,https://www.tiktok.com/@/video/7617998720893832462?_r=1,7617998720893832192,@Doll 10 Beauty Thursday #NewDOLL10Foundation #DOLLFoundation #ViralBeauty #MatureSkinBeauty #MakeupForMatureSkin,84s,74700,442,30,4.17,137.28,84
albert.ceht1,https://www.tiktok.com/@7580308751199044621,https://www.tiktok.com/@/video/7618318163234671902?_r=1,7618318163234671616,Wait for the rainbow! 🌈☁️ I found the perfect bath magic for my little one. Watching these clouds melt into a vibrant rainbow is so satisfying! Best bath time ever. ✨ #bathbomb #parenting #toddleractivities #kidsbath #foryoupage,15s,4113,14,0,0.0,0.0,15
transformwithtodd,https://www.tiktok.com/@6774963408921396230,https://www.tiktok.com/@/video/7626444710600740127?_r=1,7626444710600739840,#beardtok #shaving #beardtrimmer ,22s,1000000,4900,21,5.0,858.0,22
elenaduquebeauty,https://www.tiktok.com/@6785231203756426246,https://www.tiktok.com/@/video/7625996243482791182?_r=1,7625996243482790912,Can’t wait for my mom to get hers! She’s been having massive hair shedding and I she has very thin hair right now (and gray roots!). Will be posting her experience soon! @@boldify #boldify #boldifypartner #roottouchup #hairthinning #hairthickening ,82s,2203,12,2,4.76,5.07,82
toots.deals,https://www.tiktok.com/@6840919728531489797,https://www.tiktok.com/@/video/7624611347359157518?_r=1,7624611347359157248,,90s,24000,167,16,3.57,604.73,90
siahsfinds07,https://www.tiktok.com/@7367986648863015978,https://www.tiktok.com/@/video/7624380482658110750?_r=1,7624380482658110464,Ill try to find the coupon link and leave it for you above :) ,39s,11600,45,0,3.57,20.98,39
kwolffiee,https://www.tiktok.com/@6671444566321102853,https://www.tiktok.com/@/video/7624730607200832781?_r=1,7624730607200832512,Love these winged liner stampssss! ✨🤏🏽 #wingedliner #wingedeyeliner #makeuphack #tiktokshopjumpstartsale #tiktokshopcreatorpicks ,28s,1997,7,1,0.0,0.0,28
coco.syd,https://www.tiktok.com/@6679872986873250822,https://www.tiktok.com/@/video/7626132484874390814?_r=1,7626132484874390528,,69s,44000,179,0,3.85,137.59,69
.melmel.07,https://www.tiktok.com/@6795772896298304517,https://www.tiktok.com/@/video/7626649633195838734?_r=1,7626649633195838464,These lashes are super comfortable! Iove these waterproof lashes!! They always last me over a week. Click my link for a discount ˃̶͈◡˂̶͈ #lashclusterstutorial #lashtutorial #viraltiktok #beauty #lashclusters @Goddvenus Lashes ,21s,64930,1750,6,5.26,67.6,21
teacherbill,https://www.tiktok.com/@6818700639120557061,https://www.tiktok.com/@/video/7625310123191291149?_r=1,7625310123191290880,Doctor Squatch 72 hour aluminum free deodorant. @Dr. Squatch #health #beauty #drsquatch #TiktokShop #fashion ,48s,24400,77,4,5.0,65.41,48
gissellegalileaa,https://www.tiktok.com/@6868709013922006021,https://www.tiktok.com/@/video/7626512033260784909?_r=1,7626512033260784640,,9s,162500,14300,18,3.7,190.12,9
its_ashleyyyb,https://www.tiktok.com/@7425431226721846318,https://www.tiktok.com/@/video/7625697075929435405?_r=1,7625697075929435136,Wonderskin 1440 Eyeliner Viral Longwear Eyeliner and Sharpener Bundle Makeup,32s,108100,385,98,5.0,96.88,32
staciehuckeba,https://www.tiktok.com/@6995332625456301062,https://www.tiktok.com/@/video/7625052608398462222?_r=1,7625052608398461952,If you are over 40 and can’t figure out #matureskin or #makeupover40 this concealer is for you. It fills in all those fine lines and wrinkles flawlessly and don’t let the kids fool you @tarte cosmetics formulated this for mature skin so it’s for us! ,88s,127800,362,33,4.76,2063.04,88
bradenbrenner,https://www.tiktok.com/@6805731472357393414,https://www.tiktok.com/@/video/7624610968236068109?_r=1,7624610968236067840,#menshair #straighthair #hairtransformations #hairtutorialsvideo #basedbodyworks @BASED ,37s,276600,4945,153,3.57,462.0,37
laurameraki41,https://www.tiktok.com/@201281652642209792,https://www.tiktok.com/@/video/7624188704445205790?_r=1,7624188704445205504,@Madeca Derma #skintightening #skintoning #microbiomeskincare #antiagingtips #skinlifting ,97s,6672,42,1,5.0,45.97,97
ellayov,https://www.tiktok.com/@6658335222894231558,https://www.tiktok.com/@/video/7608300810979577119?_r=1,7608300810979576832,Thin plastic prongs bc they DONT rip your locks out!💅🏼💅🏼 healthy scalp= healthy hair! #kitsch #scalpmassage #scalpcareroutine #healthyhairjourney #longhairtips @Kitsch ,24s,6781,25,0,0.0,0.0,24
shopwitbeaast,https://www.tiktok.com/@889658,https://www.tiktok.com/@/video/7621574248343112973?_r=1,7621574248343112704,@missha.official 🫶🏾💜 #TiktokShopStockUp #TiktokShopSpringGlow #Greenish #MisshaBBCream ,48s,10300,681,3,5.0,126.0,48
_ashleyisthatgirl_,https://www.tiktok.com/@6989917688551179269,https://www.tiktok.com/@/video/7626476163405335821?_r=1,7626476163405335552,This is selling fast... just saying⏳ #TiktokShopSpringGlowUp ,13s,5028,12,0,3.85,31.2,13
mia_manhattan_ny,https://www.tiktok.com/@6814431338646356997,https://www.tiktok.com/@/video/7626742628268133646?_r=1,7626742628268133376,Such a good deal 💖 Full everyday makeup set plus a cute bag on sale ✨ #tiktokshopspringglowup #refreshedlook #tiktokshopsparkcreators #mia_manhattan_ny #tiktokshopcreatorpicks @Laura Geller Beauty ,35s,2024,798,4,3.45,19.72,35
rackolickzz,https://www.tiktok.com/@6955912614632326150,https://www.tiktok.com/@/video/7626086020525706527?_r=1,7626086020525706240,this is why my lips willl never be dark #lipserum #smokerlips #hyperpigmentation #lipcare ,40s,191700,569,11,5.56,175.95,40
jennyluxstyle1,https://www.tiktok.com/@7302131509850817582,https://www.tiktok.com/@/video/7625798837843660063?_r=1,7625798837843659776,"Finally—an eyelid treatment that understands mature skin. This smooths, firms, and gives that lifted look we’ve been missing ✨  #eyelift #droopyeyelids #citybeauty #over40skincare #uppereyelidlift ",34s,66300,210,4,6.25,68.64,34
thevazshop,https://www.tiktok.com/@7307818151335969838,https://www.tiktok.com/@/video/7625866402955676959?_r=1,7625866402955676672,2 perfumes arabes por un solo presio #perfumes #cologne #fragrance #perfume ,47s,7341,14,0,6.25,55.98,47
nurseedit,https://www.tiktok.com/@7311198151024182315,https://www.tiktok.com/@/video/7625472038123146526?_r=1,7625472038123146240,Skin1004 HYALU-cica water fit sun serum uv Disclaimer- sales and shipping may change by the brand at anytime after this video was posted.  #greenish #tiktokshopdeals #tiktokshopcreatorpicks #skin1004sunserum #skin1004sunscreen ,37s,1236,9,3,0.0,0.0,37
yosoyclabeliz777,https://www.tiktok.com/@6963689482223944709,https://www.tiktok.com/@/video/7626387166171516173?_r=1,7626387166171515904,,23s,6176,25,0,6.67,34.27,23
protect_the_om,https://www.tiktok.com/@7055853261018235910,https://www.tiktok.com/@/video/7625770288021540126?_r=1,7625770288021539840,"This air compression mat pushes on my back and neck to give me relief. It’s stretching your body out and creating move it within your spine. That’s gonna often times cause releases through your back and even your front of your body. Sometimes it’s really hard to get massages and they’re really expensive but when you get relief from something like using an air compression mat, that can make a massive difference. Of course we’re all different so listen to your body. But I genuinely think as someone who was a massage therapist for eight years that this was worth the cost and I’m super happy. I’ve been using this for over a year and it’s my favorite compression mat. #AirCompression #MassageTherapy #QVC #Compression #AtHomeMassage ",39s,44900,163,5,5.26,307.77,39
johnbshop0,https://www.tiktok.com/@6870647650258027525,https://www.tiktok.com/@/video/7625670281889123614?_r=1,7625670281889123328,##based##hairclay##seasaltspray##pomade##texturepowder,20s,23400,37,2,5.26,53.01,20
itsalexischristine,https://www.tiktok.com/@6907206071862281221,https://www.tiktok.com/@/video/7626471360570707213?_r=1,7626471360570706944,"Every shade of the Neutrogena Hydroboost lip oils. Packed with hyaluronic acid, they give deep hydration & lasting shine @Neutrogena #neutrogenahydroboost #lipoil #lipgloss #TikTokshoprestock #AprilRestock ",29s,632,3,0,4.0,7.48,29
hemapathak91,https://www.tiktok.com/@7079849525061829675,https://www.tiktok.com/@/video/7625321844974963981?_r=1,7625321844974963712,"2 in 1 facial & eyebrow hair trimmer,Electric Eyebrow Trimmer, Lip Facial Body Hair Removal Tool, Facial Hair Care Tool, Electric Shaver Women, Eyebrow, Epilator Hair Remover#tiktoksho @MUNA @Pabitra ",33s,2388,193,168,0.0,0.0,33
nursejamiela,https://www.tiktok.com/@6739932198436848645,https://www.tiktok.com/@/video/7626428848585886989?_r=1,7626428848585886720,morning depuff secret that actually works 👆 3 minutes with the Nurse Jamie UpLift Massage Beauty Roller and the puffiness is gone. Cold roller + instant sculpt. You’ll never skip this step again. #NurseJamie #UpLiftRoller #FacialRoller #MorningRoutine #Depuff ,34s,4097,193,1,5.0,27.6,34
melodysusiegels,https://www.tiktok.com/@7405511853646103595,https://www.tiktok.com/@/video/7626202704620129549?_r=1,7626202704620129280,Quickly create french toenail! Struggling painting frenchies? Try using nail art pens! 👉Check my shop! #melodysusie #frenchnail #pedicure #toenail #nailtok ,14s,3200000,44100,100,4.76,39.25,14
julietovlog,https://www.tiktok.com/@6943466767285617670,https://www.tiktok.com/@/video/7626272250492144927?_r=1,7626272250492144640,BB cream with full coverage? Count me in! It covered up all the little marks on my skin so well 😍 #kbeauty #bbcream #cellfusionc #acneskincare #viral @Cell Fusion C Global ,56s,1754,17,17,5.0,2.76,56
the.easy.peasy,https://www.tiktok.com/@7427898184519779374,https://www.tiktok.com/@/video/7625512763137297677?_r=1,7625512763137297408,Elegant Almond Press on Nails with Flower Design Nails Glossy Fake Nails for Women 10 PCS@TikTok Creator Academy @TikTok Shop 🇺🇸 @TikTok #nail #nailtutorial #afghan #girl #دختران_وپسران_افغانستان ,19s,1457,40,6,0.0,0.0,19
skydzee,https://www.tiktok.com/@6806029031029769222,https://www.tiktok.com/@/video/7625801392233499917?_r=1,7625801392233499648,Guru Nana oral rinse #guru #gurunanda #oralhealth #oralrinse #fluoridefree @GuruNanda LLC ,76s,942,8,0,0.0,0.0,76
flashfinds010,https://www.tiktok.com/@7551255318380233741,https://www.tiktok.com/@/video/7616646547832392991?_r=1,7616646547832392704,Adhesive ear cleaning swab#earwaxremoval #earwaxremovaltool #earcleaning #fyp #earswab ,38s,25500,65,1,3.45,7.82,38
nenettsfinds,https://www.tiktok.com/@7555583215546631223,https://www.tiktok.com/@/video/7617711028624739597?_r=1,7617711028624739328,This is truly the best remedy for me ! I had to put the girlies on !  #phbalancecheck #odorcontrol #femininehygiene ,40s,31600,344,3,4.75,2.08,40
kendrabrowning1,https://www.tiktok.com/@6997931477694809094,https://www.tiktok.com/@/video/7624614203969604878?_r=1,7624614203969604608,Thanks to the girl who told me to start using Koji acid and turmeric in my body care routine to tackle my discoloration …. #medicube #medicubeskincare #medicubebodywash #medicubeskincare @medicube global ,28s,4274,68,5,6.67,5.4,28
manleidy89,https://www.tiktok.com/@7188297563199308842,https://www.tiktok.com/@/video/7616018791914376479?_r=1,7616018791914376192,El perfume que vuelve interesante a un hombre ✨✨#parati #tiktokshopcreatorpicks #perfumeformen,76s,7468,40,4,3.57,33.43,76
daniella_britt,https://www.tiktok.com/@7315978137673827370,https://www.tiktok.com/@/video/7623597829713448223?_r=1,7623597829713447936,Brand new launch from @Westmore Beauty Twin Pack. Two shades so you’re matched year-round  Plus the new gold kobuki brush !! This deal is not gonna last !  #westmorebeautynewarrivals #WestmoreBeautyPartner #flawlessskin #bodymakeup #tiktokshopnewarrivals ,64s,56000,180,9,5.0,116.88,64
maes_outfits,https://www.tiktok.com/@6798345671986070533,https://www.tiktok.com/@/video/7625761068006051103?_r=1,7625761068006050816,This is the whirl + blankety combo 💋💄 this is such a pretty lip combo oh my goodness I'm obsessed. #lipcolor #fleshpot #lipcombo #lipstick #maccosmetics,17s,1571,31,1,6.25,11.2,17
iriiebug,https://www.tiktok.com/@7214273185309557802,https://www.tiktok.com/@/video/7625856544743165215?_r=1,7625856544743164928,all of my faves are on tt shop :))),38s,2436,5,0,5.25,66.81,38
belinda369_963,https://www.tiktok.com/@6618253792151126022,https://www.tiktok.com/@/video/7613402738495442207?_r=1,7613402738495441920,ZOECENT 2 pack Multifocal Blue Light Blocking Reading Glasses for Women with Spring Hinges Diopter+1.5+1.75+2.0+2.5+2.75 #ProgressiveReaders #Eyeglasses##TikTokShopsStockUp #FanFavoritedeals #TikTokShopJumpstartSale ,39s,107300,435,30,5.88,7.54,39
eisleybean,https://www.tiktok.com/@6640950397359243269,https://www.tiktok.com/@/video/7624661623839427871?_r=1,7624661623839427584,#wavytalkhairdryer a little birdie told me this is on sale April 9th-15th…🥰,64s,101400,2771,11,4.0,37.04,64
princessbree_._,https://www.tiktok.com/@6753008563201852422,https://www.tiktok.com/@/video/7624293776391015710?_r=1,7624293776391015424,"POV: you just found the last razor you’ll ever need 😍 Nick-proof, waterproof, and ZERO shaving cream needed… yeah it’s that easy. Perfect for busy moms, travel, or last-minute plans ✈️✨ #TikTokShop #MustHave #MomLife #OnTheGo #BeautyHack   ",35s,5361,19,0,0.0,0.0,35
officialtyrapasick,https://www.tiktok.com/@6945729707880498182,https://www.tiktok.com/@/video/7616470189445516574?_r=1,7616470189445516288,A PORTABLE AND WEARABLE HEATING PAD/BACK MASSAGER?!?! ANDDDDDD THERES A SALE YOU DONT WANT TO MISS?! YOUR BACK WILL THANK YOU!! . . . . . . #viral #backpain #backmassage #fyp #therapy ,43s,8273,55,1,0.0,11.25,43
wellnesstoglow,https://www.tiktok.com/@7547371958666609678,https://www.tiktok.com/@/video/7626250302756228366?_r=1,7626250302756228096,Using expanding floss is my new favorite step in my routine because my gums are squeaky clean now 😆🙌🏽 #expandingfloss #flossing #floss ,27s,1143,5,0,0.0,0.0,27
xl046hu,https://www.tiktok.com/@7234370362617332782,https://www.tiktok.com/@/video/7621755688372555022?_r=1,7621755688372554752,Your new obsession is here. 🤩 P.S. It's always sold out.😜😜#tiktokshop #fyp #tiktok #perfumetiktok #perfume ,22s,37600,214,1,5.56,240.83,22
janser_,https://www.tiktok.com/@7509629416362001438,https://www.tiktok.com/@/video/7623900750040665357?_r=1,7623900750040665088,Perfume ARABE unisex ,27s,42800,212,1,6.25,27.23,27
yerlyjsoto,https://www.tiktok.com/@6782198941531931654,https://www.tiktok.com/@/video/7626592907423796494?_r=1,7626592907423796224,"Great deal #tiktokshopcreatorpicks ##jumpstartsale Based on tiktokshop listing. Prices are subject to change — check TikTok Shop for the latest updates. FOR INFORMATIONAL PURPOSES ONLY, BASED ON PERSONAL EXPERIENGE. NO GUARANTEED RESULTS OR PROFESSIONAL ADVICE",12s,910,3,0,5.26,19.76,12
